scenario,run #,output dollar year,target station capacity (kg/day),target number of stations,one-way delivery distance (mile),electricity cost ($/kWh),diesel cost ($/gallon),electricity emission factor (kg CO2/kWh),diesel emission factor (kg CO2/gallon),hydrogen prod. emission factor (kg CO2-eq/kg),formic acid prod. emission factor (kg CO2-eq/kg),hydrogen purchase cost ($/kg),formic acid purchase cost ($/kg),formic acid production pathway,hydr. reaction temperature (K),hydr. reaction pressure (bar),hydr. reaction yield,hydr. reactor volume (m^3),number of hydr. reactors,hydr. catalyst amount (kg),hydr. catalyst cost ($/kg),hydr. catalyst lifetime (yr),hydr. reactor energy (unit TBD),hydr. separator energy (unit TBD),CO2 electrolyzer purchase cost ($/m^2),terminal formic acid storage amount (days),terminal compressed hydrogen storage amount (days),terminal liquid hydrogen storage amount (days),dehydr. reaction temperature (K),dehydr. reaction pressure (bar),dehydr. reaction yield,dehydr. reactor volume (m^3),number of dehydr. reactors,dehydr. catalyst amount (kg),dehydr. catalyst cost ($/kg),dehydr. catalyst lifetime (yr),dehydr. reactor energy (unit TBD),dehydr. gas/liquid separator energy (unit TBD),station formic acid storage amount (days),pathway,function,total levelized cost of hydrogen ($/kg H2)
cloosed loop - 60 day stor,8,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,60.0,60.0,60.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,purchase,0.31003100310031
cloosed loop - 60 day stor,8,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,60.0,60.0,60.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,reaction,9.237123017575325
cloosed loop - 60 day stor,8,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,60.0,60.0,60.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,separation,8.266683870377957
cloosed loop - 60 day stor,8,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,60.0,60.0,60.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,storage,1.7232587178415824
cloosed loop - 60 day stor,8,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,60.0,60.0,60.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,trucking,0.9944972300879655
cloosed loop - 60 day stor,8,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,60.0,60.0,60.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,vaporization,0.0
cloosed loop - 60 day stor,8,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,60.0,60.0,60.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,compressed hydrogen,compression,3.6058792008450657
cloosed loop - 60 day stor,8,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,60.0,60.0,60.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,compressed hydrogen,cooling,0.17969357164601973
cloosed loop - 60 day stor,8,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,60.0,60.0,60.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,compressed hydrogen,purchase,0.31
cloosed loop - 60 day stor,8,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,60.0,60.0,60.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,compressed hydrogen,storage,141.18247993621125
cloosed loop - 60 day stor,8,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,60.0,60.0,60.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,compressed hydrogen,trucking,0.877489096338476
cloosed loop - 60 day stor,8,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,60.0,60.0,60.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,liquefaction,4.4683732578263
cloosed loop - 60 day stor,8,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,60.0,60.0,60.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,pumping,1.2358449047714237
cloosed loop - 60 day stor,8,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,60.0,60.0,60.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,purchase,0.3156313750548765
cloosed loop - 60 day stor,8,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,60.0,60.0,60.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,storage,1.5971599893443316
cloosed loop - 60 day stor,8,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,60.0,60.0,60.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,trucking,0.30940815950784856
cloosed loop - 60 day stor,8,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,60.0,60.0,60.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,vaporization,0.04555955230763742
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,CO2 recycling,10.141290568234128
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,compression,2.6047535726132467
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,cooling,0.1840680600871349
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,pumping,0.0
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,purchase,0.31003100310031
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,reaction,9.22320572204503
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,separation,8.266683870377957
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,storage,2.3501276594689116
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,trucking,0.9944972300879655
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,vaporization,0.0
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,compressed hydrogen,compression,3.6054850297350214
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,compressed hydrogen,cooling,0.17969357164601973
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,compressed hydrogen,purchase,0.31
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,compressed hydrogen,storage,211.4659688241749
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,compressed hydrogen,trucking,0.877489096338476
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,liquefaction,4.485141482739246
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,pumping,1.234636145219339
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,purchase,0.3184853089776003
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,storage,2.8184255659468405
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,trucking,0.30940815950784856
cloosed loop - 90 day stor,9,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,90.0,90.0,90.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,vaporization,0.04555955230763742
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,CO2 recycling,10.141290568234128
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,compression,2.6047535726132467
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,cooling,0.1840680600871349
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,pumping,0.0
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,purchase,0.31003100310031
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,reaction,9.212351417801285
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,separation,8.266683870377957
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,storage,2.9718350586171685
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,trucking,0.9944972300879655
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,LOHC - formic acid,vaporization,0.0
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,compressed hydrogen,compression,3.6052871906477373
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,compressed hydrogen,cooling,0.17969357164601973
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,compressed hydrogen,purchase,0.31
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,compressed hydrogen,storage,281.7516393438022
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,compressed hydrogen,trucking,0.877489096338476
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,liquefaction,4.502042375917506
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,pumping,1.2348544745890015
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,purchase,0.32136504812590994
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,storage,2.392457918419039
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,trucking,0.30940815950784856
cloosed loop - 120 day stor,10,2022,1000,10,100,0.1709,6.028,0.0,10.18,0,0,0.31,0,electro,366.15,105,1,1,1,53,5450,1,0,0,5250,120.0,120.0,120.0,300,1,0.9999,0.0731028611028611,1,9.64671203342243,3500,1,0,0,1,liquid hydrogen,vaporization,0.04555955230763742
